0.01336379	0.01114708	0.00250313
0.00085204	0.02021438	0.00262845
0.00027869	0.00285470	0.00285407
-0.01570947	-0.00514434	0.00292929
-0.00522502	-0.01152751	0.00292929
0.00847995	-0.00581397	0.00261174
-0.01323692	0.00116550	0.00269530
0.03762759	-0.00291630	0.00276214
0.02681321	0.00408045	0.00288750
0.03580385	0.02129577	0.00305466
0.02030548	0.01861831	0.00334726
0.01387931	0.03730548	0.00342252
0.01866014	0.00590606	0.00373196
0.01947234	0.00000000	0.00401639
-0.00004888	0.01117925	0.00403312
0.01042956	-0.00211977	0.00392436
-0.00056183	0.00159025	0.00412516
0.00310841	0.01210860	0.00446830
0.02916893	0.00261301	0.00474457
0.00915811	0.00052178	0.00496229
0.00598619	0.00156372	0.00539788
-0.00859108	0.00415801	0.00490367
-0.01953233	0.00259000	0.00369013
-0.00845916	0.00361477	0.00265352
-0.00128498	0.00051533	0.00197695
0.00830207	0.00205867	0.00221078
0.01647783	0.00256740	0.00255326
0.02502591	0.00460477	0.00306302
0.01217012	0.00407540	0.00371523
0.01006440	0.00759690	0.00465247
0.00252422	0.01004024	0.00585880
-0.00697608	0.00994044	0.00583365
0.00509203	0.00542541	0.00643734
-0.00405858	0.01270789	0.00647928
0.01344947	0.00387785	0.00761223
0.00305800	0.01393249	0.00777179
-0.00519820	0.00665718	0.00788097
0.00625478	0.00614224	0.00841867
-0.01433049	0.00000000	0.00830943
-0.03057817	0.01124134	0.00440134
0.00318455	0.00371920	0.00239453
0.01943145	0.00693644	0.00420884
0.01842226	0.00551472	0.00674771
0.01690546	0.00045819	0.00695748
0.02210212	0.00000000	0.00752827
-0.00399785	0.00228781	0.00888939
0.00012336	0.00455997	0.01063131
0.01515626	0.00453927	0.00973052
-0.00776244	0.00316528	0.00751147
-0.00134567	0.00360523	0.00591747
-0.01647755	0.00314395	0.00578336
0.00212060	0.00223964	0.00589233
0.01532426	0.00223464	0.00577498
0.01322352	0.00267499	0.00577498
0.01861248	0.00311181	0.00616899
0.01570247	0.00619471	0.00683162
0.00706720	0.00176289	0.00681483
0.00522187	0.00219925	0.00712532
-0.00311421	0.00307085	0.00705818
0.00686372	0.00349804	0.00729320
0.00861710	0.00130862	0.00737714
0.01489690	0.00174216	0.00826741
0.00303216	0.00780238	0.00878010
0.01785216	0.00258732	0.00886417
0.00782722	0.00258065	0.00872966
0.00908118	0.00385853	0.00878010
-0.00178883	0.00512165	0.00925099
0.02004084	0.00509555	0.00977260
