0.00935019	0.00422655	0.00973052
0.01680925	0.00420876	0.00971369
0.02027277	0.00669739	0.01047130
0.02182260	0.00665283	0.01159193
0.00097438	0.00784318	0.01153292
0.00347832	0.01063405	0.01268849
0.00569825	0.00850724	0.01311057
0.00584348	0.00402577	0.01134747
-0.00437666	0.00640771	0.00919212
0.00229001	0.01032575	0.01080820
0.00292147	0.01100208	0.01195450
0.01624538	0.01126882	0.01270537
0.01367078	0.00999624	0.01389611
0.00294375	0.00951844	0.01307680
-0.00049117	0.01392308	0.01406512
0.01087397	0.01003913	0.01535055
-0.00145965	0.01323062	0.01561292
0.00150671	0.01449826	0.01771431
-0.00955088	0.01287111	0.01855441
-0.00655740	0.01410958	0.01818943
-0.00326061	0.01356779	0.01683254
0.00303398	0.00825882	0.01594308
-0.01662704	0.01293855	0.01347370
0.02196598	0.01477529	0.00964638
-0.00022453	0.01324523	0.01068185
0.00211835	0.01014573	0.01260410
-0.00316602	0.00810771	0.01063131
0.00816291	0.01443026	0.00862879
0.01737507	0.00634721	0.00946970
0.00456377	0.00975925	0.01060605
0.01245928	0.01245346	0.01223285
0.02004373	0.01199461	0.01435251
0.00480752	0.01637393	0.01664611
-0.00910891	0.01817961	0.02102788
0.00319175	0.02104110	0.01892801
-0.01280879	0.01777060	0.01922529
-0.00239715	0.02302826	0.02059394
-0.01617975	0.02927305	0.02068752
-0.01052800	0.02948812	0.01857139
-0.01772747	0.02277531	0.01447932
0.00401152	0.01397558	0.01357506
0.01151537	0.01750920	0.01595155
0.00758920	0.01769523	0.01416654
0.01868105	0.01090259	0.01236783
0.00376851	0.01006961	0.01297549
-0.00009097	0.01374104	0.01295860
0.00374800	0.01795548	0.01175212
0.00774186	0.01604803	0.01164251
0.01313434	0.01624218	0.01217380
0.01294869	0.01201082	0.01383696
-0.00324503	0.02035304	0.01539286
-0.00149587	0.01505081	0.01611244
0.03348171	0.01923339	0.01632418
0.00503721	0.01722570	0.01845254
0.00860813	0.02016567	0.02165785
-0.00196274	0.01917374	0.02373786
-0.00357684	0.02268824	0.02372079
0.00252485	0.02104938	0.02448055
-0.00183860	0.02042991	0.03005551
-0.00096016	0.02220071	0.03395328
-0.02450838	0.02207357	0.02433538
-0.00568785	0.02211781	0.02314922
0.01417432	0.02621584	0.03462595
0.01577625	0.02554609	0.03663805
-0.01031199	0.01797140	0.03797882
0.00845428	0.01908485	0.03835975
-0.01526021	0.01810360	0.02981509
-0.01966717	0.01378905	0.03255763
0.00125969	0.01284225	0.03154227
-0.00766452	0.01387864	0.02356720
-0.00232235	0.01043229	0.01996464
0.00883984	0.00738556	0.02047485
0.02073228	0.00893713	0.02121512
0.01481945	0.00871339	0.02311511
0.01746310	0.00878146	0.02224561
0.01745720	0.01168437	0.02319186
0.01425610	0.00804237	0.02479658
0.00594395	0.00797821	0.02613866
0.00447881	0.00708484	0.02225413
0.00611265	0.01046553	0.02067050
0.00541735	0.00682597	0.01882610
0.01221435	0.00475060	0.01792639
0.00524615	0.00728552	0.01807911
0.00413828	0.00389079	0.01739204
0.00140522	0.00494224	0.01546903
0.00638575	0.00611054	0.01390456
0.00238292	0.00659981	0.01347370
0.00380991	0.00903680	0.01393836
0.00768811	0.00740407	0.01424261
0.00566339	0.00734966	0.01522363
0.01473636	0.00793350	0.01476683
0.00391117	0.00660572	0.01441168
0.00941516	0.01020353	0.01564677
0.00266229	0.01146430	0.01768038
0.01067355	0.00765247	0.01950567
0.00928464	0.01064035	0.02158121
0.00324602	0.00980578	0.02124917
0.00245428	0.00732164	0.01980313
0.00123485	0.00738714	0.01931874
0.00440559	0.01109680	0.01959065
0.00018840	0.01143937	0.01955666
-0.00413585	0.00958714	0.01886856
-0.01095803	0.00858473	0.01762949
-0.00706653	0.01155820	0.01517286
0.00356287	0.00718458	0.01399751
0.00001683	0.00657787	0.01353282
0.00260503	0.00531975	0.01141490
0.00703172	0.00759790	0.00978101
0.00707108	0.00557897	0.00924258
0.00501107	0.00326726	0.00773820
0.01002962	0.00628660	0.00770460
-0.00280114	0.00828541	0.00742752
0.00375062	0.00534361	0.00744431
0.00173931	0.00446667	0.00753666
0.01216513	0.00581920	0.00767941
0.00606089	0.00515601	0.00814138
0.01162231	0.00450286	0.01001667
0.00275892	0.00593783	0.01125476
0.00946736	0.00476635	0.01328789
0.00226963	0.00731246	0.01444550
-0.00013890	0.00419846	0.01409047
0.00513643	0.00448614	0.01350748
0.00523339	0.00487113	0.01323723
0.00500037	0.00615635	0.01240158
0.01382678	0.00351530	0.01262942
0.00214371	0.00480097	0.01282354
0.00831323	0.00408265	0.01251971
0.00602722	0.00703078	0.01273069
0.01213355	0.00472535	0.01269693
0.00774579	0.00294204	0.01269693
0.00403625	0.00361664	0.01280666
0.01255620	0.00263094	0.01271381
0.00304103	0.00242990	0.01251971
0.00727242	0.00358545	0.01213162
0.01322457	0.00260832	0.01069027
0.00373589	0.00452424	0.01107780
0.00214950	0.00373868	0.01119577
0.00966851	0.00305723	0.01169310
0.01413222	0.00418849	0.01268849
-0.00760538	0.00757078	0.01389611
0.00873860	0.00573445	0.01438632
-0.00177194	0.00411600	0.01515594
-0.00029011	0.00521416	0.01515594
-0.00403332	0.00896784	0.01211475
-0.00695496	0.00614765	0.00919212
-0.00391861	0.00547347	0.00795657
0.00357178	-0.00127447	0.00477806
0.00974078	0.00327392	0.00431764
0.00062604	0.00308223	0.00430090
0.00682163	0.00253119	0.00411680
0.00033595	0.00441422	0.00333890
-0.00317813	0.00627242	0.00289586
